id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
19064833,"Artist studio @Wan Chai, right next to MTR exit",110996196,Eric,,Wan Chai,22.277428965564464,114.16816368717743,Entire home/apt,1177,2,5,2018-01-03,0.40,1,9
19068073,Downtown new apartment@ mong kok 5mins to station.,49878428,Judy,,Kowloon City,22.31900984089193,114.17549217111807,Entire home/apt,683,1,0,,,3,0
19068660,apartment@ mong kok 5mins to station.#room1,49878428,Judy,,Kowloon City,22.319034618008605,114.17405773347639,Private room,400,1,1,2017-06-18,0.07,3,0
19068859,apartment@ mong kok 5mins to station.#room2,49878428,Judy,,Kowloon City,22.31802490827494,114.17434585557722,Private room,369,1,0,,,3,0
19072469,"MTR旺角駅から徒歩2分  New 1BedroomAPT,2min to MTR",32266720,Mikki,,Yau Tsim Mong,22.31914655858757,114.16974780489412,Entire home/apt,1382,2,5,2018-04-25,0.47,1,0
19076730,Wanchai - Entire Flat - Amazing view & facilities,133181209,Alban,,Wan Chai,22.27603524874897,114.1729011736234,Entire home/apt,801,2,6,2017-10-27,0.45,1,8
19076775,STUNNING Soho apartment private terrace & balcony,6873111,Humphrey,,Central & Western,22.283779592449196,114.15350763807959,Entire home/apt,440,2,1,2017-06-16,0.07,1,0
19083972,Kennedy Town,57060253,Mandy,,Central & Western,22.28313485388835,114.13009359505669,Private room,400,3,24,2018-02-04,1.71,1,352
19090030,Peaceful double room with balcony 5 min. to beach,7944715,Violeta,,Islands,22.240463599315973,113.97987744053164,Private room,267,3,9,2018-05-09,0.70,1,83
19090742,利僑Guest House,99610072,Kenneth,,Eastern,22.28986806616146,114.19877366484381,Private room,377,1,3,2018-04-07,0.28,3,91
19090968,DREAM HOUSE(PARK VIEW)(2min to M.T.R),133337909,Sin Young,,Yau Tsim Mong,22.296977225181042,114.1765237380737,Private room,447,1,22,2018-07-29,1.52,2,336
19092081,Lantau Mountain Range Outlook,129342555,Marc,,Islands,22.291846342233573,113.94950319550809,Private room,793,1,93,2018-07-29,6.58,1,277
19092771,Double room near Mongkok MTR(No window),31113999,Selena,,Yau Tsim Mong,22.322858691977654,114.16768440785891,Private room,298,1,64,2018-08-10,4.59,43,176
19092892,Cosy 650 sq ft Apartment in Western District,39693754,Terri,,Central & Western,22.286026448504888,114.1414465662653,Entire home/apt,573,1,3,2018-07-07,0.44,1,52
19093269,Green house in Mongkok & Twin room for 2 Pax,31113999,Selena,,Yau Tsim Mong,22.32201615169963,114.16758455828554,Private room,353,1,2,2018-05-31,0.23,43,43
19093788,Comfy Triple room- 2 MIN to Mongkok MTR,31113999,Selena,,Yau Tsim Mong,22.321526440941057,114.1679582285452,Private room,400,1,27,2018-07-05,1.92,43,34
19094126,Comfortable room with MK City Centre for 4 ppl,31113999,Selena,,Yau Tsim Mong,22.320874881235838,114.16903589371813,Private room,447,1,15,2018-06-15,1.15,43,43
19094606,Double  Room (2 Guests) Near Mongkok MTR,31113999,Selena,,Yau Tsim Mong,22.32229765783722,114.16770897423271,Private room,298,1,32,2018-08-09,2.21,43,210
19094831,Central Mongkok Cozy Family 4~5 Persons,31113999,Selena,,Yau Tsim Mong,22.321963216997585,114.16767412545232,Private room,502,1,64,2018-08-12,4.75,43,111
19094840,"Room in Sheung Wan, near SOHO (A)",23134064,Dustin,,Central & Western,22.288026343828577,114.14448417106273,Private room,243,28,0,,,15,236
19095215,"Cosy Apt & Mongkok City Centre, 2 min MTR(Twin)",31113999,Selena,,Yau Tsim Mong,22.320721979639842,114.16741919953624,Private room,353,1,13,2018-06-16,1.22,43,43
19095535,MongkoK MTR:Family Hotel for 4 ppl,31113999,Selena,,Yau Tsim Mong,22.322454600761308,114.1697706475018,Private room,447,1,22,2018-07-08,1.65,43,43
19101988,Cozy Studio Apartments in North Point,83634075,Lawrence,,Eastern,22.29069616909042,114.20020355768717,Entire home/apt,330,31,2,2018-02-08,0.14,2,180
19102538,Central Mongkok Cozy Flat for 2 ppl (No window),31113999,Selena,,Yau Tsim Mong,22.322512493849423,114.16893887304406,Private room,298,1,9,2018-03-14,0.78,43,217
19102725,Twin room for 2 Pax@near Mongkok MTR,31113999,Selena,,Yau Tsim Mong,22.322037224157185,114.16746767641482,Private room,353,1,55,2018-08-08,3.95,43,37
19103009,Family room for 4 travelers@Mongkok,31113999,Selena,,Yau Tsim Mong,22.32228557664627,114.16831611561553,Private room,400,1,47,2018-07-27,3.34,43,42
19103377,Comfy Triple room- 2 MIN to Mongkok MTR,31113999,Selena,,Yau Tsim Mong,22.321288384190908,114.16788518868843,Private room,400,1,66,2018-08-04,4.58,43,29
19103470,clean & cozy rm for 2 in Mong kok (No window),31113999,Selena,,Yau Tsim Mong,22.322260459231718,114.16786979073136,Private room,251,1,44,2018-06-20,3.43,43,204
19103590,"Cosy Apt@Mongkok City Centre, 2 min MTR(No window)",31113999,Selena,,Yau Tsim Mong,22.322876985515794,114.16944534982284,Private room,251,1,6,2017-12-10,0.42,43,207
19103687,Twin Room (2 Guests) Near Mongkok MTR,31113999,Selena,,Yau Tsim Mong,22.321274907803303,114.16924480583518,Private room,353,1,18,2018-06-16,1.29,43,43
19104118,Bright & spacious apartment in Discovery Bay.,60855874,Antonia,,Islands,22.30146578954863,114.012595413964,Entire home/apt,793,2,48,2018-08-13,3.65,1,87
19105506,#9 Cozy one bedroom Serviced Apartment in Soho,38341567,Carmen,,Central & Western,22.28298943928598,114.1523394781795,Entire home/apt,801,1,9,2018-07-27,0.82,6,41
19105533,"Bright, airy comfortable 1-bedroom apartment",43399557,Alex,,Islands,22.30356263318615,114.01098099300391,Entire home/apt,801,2,4,2018-06-07,0.30,1,241
19112092,Chic cosy apartment in Sheung Wan,133534736,Angie,,Central & Western,22.28615511514495,114.1517231249182,Entire home/apt,699,3,15,2018-08-03,1.08,1,12
19112990,上水最豪華小區御皇庭大房,32668961,Terry,,North,22.495520073575452,114.12762631639237,Private room,479,1,0,,,1,0
19114726,A7.MTR Tsim Sha Tsui station/individual washroom,130857174,Ellen,,Yau Tsim Mong,22.293377063496465,114.17902490725024,Private room,228,1,8,2018-08-09,1.23,31,112
19114727,A8.Backpackers | MTR Tsim Sha Tsui Station,130857174,Ellen,,Yau Tsim Mong,22.291168543646773,114.17847477386009,Private room,228,1,4,2018-06-28,0.34,31,116
19114739,A6.Tsim Sha Tsui MTR Station/Backpackers/Separate,130857174,Ellen,,Yau Tsim Mong,22.29802681804343,114.17305660774126,Private room,228,1,12,2018-08-09,1.99,31,108
19124009,Ideal Home for 6+ #TST #MTR #Harbourcity,2441530,Sean,,Yau Tsim Mong,22.29563510222271,114.17124993563621,Entire home/apt,887,3,0,,,14,71
19124338,Soho Studio,26087848,Shane,,Central & Western,22.281759735375623,114.15342332361207,Entire home/apt,361,3,2,2017-07-08,0.14,1,0
19126630,Spacious modern studio (very close to Central),30486172,Josh,,Central & Western,22.284128262122366,114.1478166991174,Entire home/apt,652,3,1,2017-07-24,0.08,1,0
19132194,Nice view double bed room for single or couple,25669888,John,,Yau Tsim Mong,22.31755111203015,114.16853938294612,Private room,400,28,3,2018-03-14,0.35,11,294
19140796,"Business ready, large, new apartment in Lohas Park",95365928,Charly,,Sai Kung,22.295570507786437,114.27388917942079,Entire home/apt,950,5,27,2018-07-18,2.00,2,159
19142444,B7.Safe and clean|The transportation is convenient,130857174,Ellen,,Yau Tsim Mong,22.29390092769971,114.17842115848515,Private room,228,1,2,2018-06-02,0.61,31,121
19142445,B6.Tsim Sha Tsui MTR Station 1 minute walk@Safe,130857174,Ellen,,Yau Tsim Mong,22.29408771407824,114.17823559239798,Private room,228,1,19,2018-08-02,1.51,31,119
19143337,"1min Tsim Sha Tsui MTR, Double w Private bathroom",33079133,Jason,,Yau Tsim Mong,22.298535512522474,114.17106797705337,Private room,408,2,53,2018-07-01,4.16,6,24
19143392,香港宝丽套房,102577616,Kate,,Tai Po,22.42808547260396,114.24806241770168,Private room,887,1,6,2018-04-15,0.43,1,365
19144328,B8.尖沙咀地铁站步行一分钟@空调@免费wifi@入住1-2人@经济实惠,130857174,Ellen,,Yau Tsim Mong,22.297517270339384,114.17326392870298,Private room,228,1,5,2018-07-31,0.43,31,121
19144673,Wan Chai Apartment in a 5th floor (No elevator),26743112,Ignacio,,Wan Chai,22.279369737254868,114.17603510572852,Entire home/apt,338,5,8,2018-04-12,0.60,1,18
19144861,"D8.Nathan Road, Tsim Sha Tsui@Downtown city center",130857174,Ellen,,Yau Tsim Mong,22.294599392152364,114.17854835059487,Private room,824,1,0,,,31,119
19146771,D7.24 hour security surveillance lens,130857174,Ellen,,Yau Tsim Mong,22.298262643680893,114.17135922475586,Private room,824,1,7,2018-07-15,0.62,31,119
19148012,D9.Safe and clean@air conditioning@elevator,130857174,Ellen,,Yau Tsim Mong,22.294407584644734,114.17867009591635,Private room,824,1,2,2018-05-03,0.41,31,119
19148738,D6.Shopping+Food+MTR Tsim Sha Tsui Station 1-min,130857174,Ellen,,Yau Tsim Mong,22.294272975819062,114.17847249074656,Private room,777,1,2,2018-07-01,0.17,31,119
19149459,Spacious flat >100m2 + Rooftop in Mid-Levels West,6169168,Jb,,Central & Western,22.282800253565334,114.14556750724621,Entire home/apt,1853,4,0,,,1,0
19149887,Double bed room with rooftop,24879678,Thomas,,Islands,22.226003846343797,114.1135273561223,Private room,400,3,0,,,2,90
19150834,"Double Rm & balcony, 1 min from MTR, Eng/한국어/中文 35",123954370,Juliet,,Yau Tsim Mong,22.298086789997697,114.17130309370361,Private room,455,1,119,2018-07-29,8.50,9,79
19152974,1 bed room apartment in luxury building Center HK,133913353,Laurent,,Wan Chai,22.275260046997637,114.17144011301578,Entire home/apt,997,3,8,2018-06-18,0.81,1,13
19153273,"Cosy, Bright and Warm@ Jodan MTR, Family or Group",48820314,Cathy,,Yau Tsim Mong,22.304887889729198,114.17015691419225,Entire home/apt,903,1,61,2018-07-31,4.27,3,162
19155121,House of Nomad,117532859,Adam,,Kwun Tong,22.29596057458896,114.2358770224438,Private room,290,30,37,2018-08-11,2.66,2,266
19157789,Luxury 2-Bedroom Suite Sea View 红磡海景酒店公寓2室高档公寓整租,60573623,Faye,,Kowloon City,22.30052805668273,114.1878434829211,Entire home/apt,1068,1,0,,,2,0
19162042,Luxury serviced apartment in Wanchai/Causeway Bay,27473079,Will,,Wan Chai,22.27941159555483,114.18056274023819,Entire home/apt,903,3,1,2017-12-31,0.13,1,0
19163897,"J&B's Cozy Room2
@Causeway Bay",134016093,J&B,,Wan Chai,22.277311978698595,114.18777978127592,Private room,400,1,104,2018-08-08,7.32,3,129
19164124,Bright and clean 2 beds Soho Central Midlevels,133483946,Angel,,Central & Western,22.280772469776878,114.15094869501816,Entire home/apt,879,1,10,2018-07-20,0.70,1,61
19168322,❤Newly & Bright & Cozy Apt—1min from MTR獨立單身公寓,37031267,Michelle&May,,Yau Tsim Mong,22.29697467476504,114.1738323213394,Entire home/apt,518,1,60,2018-07-27,4.38,9,303
19169444,"38-B Kowloon,Mongkok,Cozy 2bdr apt,Center,AC,lift",39890192,Laura,,Yau Tsim Mong,22.31967033293496,114.17250303402474,Entire home/apt,887,1,50,2018-07-27,3.54,16,119
19171532,全新電視雪椻傢俬梳化及床齊備,23896166,Nelson,,Wan Chai,22.280743126466806,114.18253738775185,Entire home/apt,322,1,0,,,1,0
19175575,Great room & (Hidden by Airbnb) 5min from Prince Edward MTR,98538044,Yew Chuan,,Sham Shui Po,22.328909813119395,114.1664634639336,Private room,204,2,0,,,7,0
19176913,1分鐘直達銅鑼灣地鐵! Comfortable studio for 2,114247254,Henry,,Wan Chai,22.279173780277677,114.18449863634538,Entire home/apt,353,1,80,2018-08-13,5.97,3,35
19184804,"Party? Work? Art? 1 BR Apartment, Central, Soho",4083163,Martin,,Central & Western,22.282663383291275,114.15189546618612,Entire home/apt,495,1,49,2018-08-14,3.53,1,86
19186669,Studio with private roof garden in Central,39333703,Mhairi,,Central & Western,22.283223833334116,114.15515310866613,Entire home/apt,699,2,2,2017-07-31,0.15,1,0
19186985,Loplus@Hennessy Serviced Apartments Wanchai 669'sf,120049791,Paulus,,Wan Chai,22.279401177450353,114.17923465407101,Private room,1389,30,0,,,9,358
19193323,My Kowloon 3BRs 2min MTR 九龍地鐵3房住8人,18741935,Emm,,Yau Tsim Mong,22.30601360909357,114.17091234340107,Entire home/apt,1138,1,28,2018-08-10,2.28,4,232
19199309,"Sunny, convenient, Happy Valley family flat!",8150110,Alison,,Wan Chai,22.27049886512542,114.18636295431999,Entire home/apt,801,5,0,,,1,0
19207592,跑马地精致禅风 - 步行至铜锣湾,61427625,Belle,,Wan Chai,22.266728576008266,114.18843349400333,Private room,597,1,0,,,1,0
19208455,男女混住床位(1個床位),133405196,Master,,Yau Tsim Mong,22.320637969818726,114.16988923240122,Shared room,118,1,17,2018-07-12,1.22,2,364
19208932,女生床位(1個床位),133405196,Master,,Yau Tsim Mong,22.320202913991732,114.17004529410883,Shared room,118,1,23,2018-08-04,1.90,2,355
19210650,Mercer Luxury Studio *3A,14861546,Tane Residence,,Central & Western,22.286160098696733,114.15237519615565,Entire home/apt,675,60,0,,,69,364
19210850,Mercer Luxury Studio *5B,14861546,Tane Residence,,Central & Western,22.284335133148204,114.15261493639893,Entire home/apt,809,60,0,,,69,364
19213844,Cozy and convenient home near Time Square HK,31766138,Jeremy,,Wan Chai,22.279662139843694,114.18368961830379,Entire home/apt,1499,1,32,2018-08-09,2.48,2,128
19215198,Stylish & Cozy 3 Bedroom next to Tsim Sha Tsui !!,25665568,Mary,,Yau Tsim Mong,22.306325179600265,114.16965183644372,Entire home/apt,1028,4,38,2018-08-10,2.88,11,113
19217436,Design Penthouse w/ private roof terrace,2301938,Nora,,Central & Western,22.2887191485526,114.14592065045083,Entire home/apt,1397,1,0,,,1,0
19220298,Private Room in tranquil Mongkok apartment,18800820,Edwin,,Yau Tsim Mong,22.31578368100844,114.17197664279311,Private room,353,2,23,2017-10-29,1.65,1,0
19220992,Chic & Tidy (2beds),130971796,Vivian,,Yau Tsim Mong,22.2966217646532,114.17287918373816,Private room,1499,1,14,2017-10-03,1.04,3,88
19222373,Keneddy Town,134547545,Ammar,,Central & Western,22.283317020965583,114.13153256593453,Private room,298,15,4,2018-08-04,0.29,1,283
19227011,Above the roofs of Hong Kong,53119859,Ulli,,Central & Western,22.285115789524276,114.14067690495706,Private room,534,1,16,2018-06-22,1.69,1,39
19231046,Wing Lok 78 Luxury Studio *1A,14861546,Tane Residence,,Central & Western,22.286893650244668,114.15201892346789,Entire home/apt,699,60,0,,,69,354
19232560,Cozy with green views,27872145,Luz,,Sham Shui Po,22.332039775740963,114.1666904322969,Entire home/apt,699,7,2,2017-08-25,0.16,1,0
19233971,4 人雙床房(Twin Bed Room),69917051,Happy Peach,,Yau Tsim Mong,22.30052208520483,114.17279023703693,Shared room,754,1,11,2018-01-14,0.80,15,255
19234098,Grand Garden,47813550,Abdel,,Eastern,22.2807314526885,114.22416797865226,Entire home/apt,1499,3,0,,,1,0
19235901,Bright & airy apartment in trendy neighbourhood,6051722,Laura,,Wan Chai,22.27451665542076,114.1700352997833,Entire home/apt,597,2,23,2018-08-12,1.71,1,1
19236155,"J&B's Cozy Room1
@Causeway Bay",134016093,J&B,,Wan Chai,22.27796736004696,114.18806535871177,Private room,400,1,75,2018-08-07,5.71,3,136
19236416,Lovely Little Seaview Getaway,630702,Preston,,Islands,22.21232030180534,114.0299649209543,Entire home/apt,848,1,25,2018-07-29,2.00,1,72
19236760,A Contemporary Architect's Sunny Home in Hong Kong,3846720,Jason,,Yau Tsim Mong,22.30059906474965,114.17600369573611,Private room,400,2,0,,,1,0
19239399,Beautiful waterfront 1BR apartment in Stanley,58781858,Mark,,Southern,22.216886192500645,114.21350948753343,Entire home/apt,754,2,24,2018-08-07,1.82,1,0
19239471,That awesome place,62334794,Tatie Titelle,,Central & Western,22.28388465394366,114.15226966503847,Entire home/apt,597,3,1,2017-07-16,0.08,1,0
19240248,Photo shooting scene,1536354,Tin,,Islands,22.283915458887204,114.03965216364027,Entire home/apt,502,1,0,,,1,0
19241214,15F Tanford Western style 2 bedroom apartment,30670034,Travina,,Islands,22.29408600519637,113.95208999139489,Entire home/apt,761,28,0,,,7,167
19249207,46E Tanford Western Style 2 bedroom apartment,30670034,Travina,,Islands,22.294212758471566,113.95219794018362,Entire home/apt,777,28,0,,,7,314
19249367,Spacious comfy room in Sheung Wan,102468231,Siobhan,,Central & Western,22.2861786714777,114.14740837001006,Private room,259,5,0,,,1,0
19250453,E6501 Tanford Western style 2 Bedroom apartment,30670034,Travina,,Islands,22.291665186357065,113.95039000783306,Entire home/apt,777,28,0,,,7,168
19254271,Spacious Penthouse with private BBQ rooftop,11932018,Sebastian,,Yau Tsim Mong,22.318077840747993,114.17086291002154,Entire home/apt,777,2,20,2018-06-18,1.57,1,20
19254503,金冠大廈單人房+有私人設浴室 in Golden Crown Court -Single Room,28730857,Mendy,,Yau Tsim Mong,22.29839020026014,114.1716555841991,Private room,259,1,10,2018-06-27,0.76,8,211
19254505,600 sqft apartment near the CUHK & Science Park,134810655,Ali,,Sha Tin,22.42116098148962,114.20038409492899,Entire home/apt,597,2,14,2018-07-22,1.10,1,76
19261685,Lovely Seaview apartment,117778806,Chloe,,Yau Tsim Mong,22.319833356063356,114.15685814545229,Private room,801,1,0,,,1,0
19262784,New & cosy modern 1BR 4pax 1min walk MTR,134194829,Zoé,,Yau Tsim Mong,22.305199521769847,114.17285209701781,Entire home/apt,440,1,91,2018-08-08,6.44,1,322
19273966,Cozy studio in Causeway Bay 明亮而温暖的铜锣湾房间，近时代广场，希慎广场,33554851,Queenie,,Wan Chai,22.279453431429655,114.1847481858777,Private room,400,1,4,2018-08-05,1.03,1,0
19274264,SERVICE APARTMENT (New),133631282,Cheung,,Central & Western,22.284733062367227,114.15133412921351,Private room,801,28,0,,,1,362
19274669,Sweet❤Home @ Kowloon TST,23988619,Niki,,Yau Tsim Mong,22.296193878310042,114.17272984667271,Entire home/apt,801,1,20,2018-07-29,1.46,3,74
19276012,A Lovely double bed sleep max 4 next to MTR,31562397,Steffy,,Yau Tsim Mong,22.31948087063463,114.16935600311204,Private room,549,1,36,2018-08-10,2.81,2,3
19277006,"A Rare, Refined Pied-a-Terre in Mid Levels",134999376,Chad,,Central & Western,22.280959731962465,114.15047986090761,Entire home/apt,1201,3,17,2018-08-09,1.42,1,62
19277149,#5 Cozy Triple Room for 3 person,131465801,RoCky,,Yau Tsim Mong,22.298026372469224,114.17276457042239,Private room,557,1,55,2018-08-05,3.90,12,143
19279525,Efficient Room with Loft Bed + Large Work Space,5416354,Blaine,,Islands,22.292538605761134,113.94768384065577,Private room,322,1,60,2018-08-08,4.62,1,116
19284452,香港寫照,107001454,Yc,,Tsuen Wan,22.366075550239227,114.06279097721259,Entire home/apt,597,1,0,,,1,0
19284945,單人房 共用浴室 (特惠月租) 九龍旺角,30098437,Dragon Hostel,,Yau Tsim Mong,22.32044602231283,114.16972272539591,Private room,149,28,3,2018-06-14,0.27,49,276
19285102,#7 Cozy Twin beds at TST for 2 PAX,131465801,RoCky,,Yau Tsim Mong,22.29729321464416,114.17183492840131,Private room,440,1,79,2018-08-08,5.59,12,144
19286054,Stylish Modern Open Kitchen 2 BR Wan Chai!!,135056940,Sam,,Wan Chai,22.280213826755553,114.17853254741799,Entire home/apt,848,4,50,2018-08-06,3.60,7,58
19296595,Mercer Luxury Studio *2A,14861546,Tane Residence,,Central & Western,22.28467711102451,114.15127172136357,Entire home/apt,659,60,0,,,69,364
19297971,☆☆ City Core 2BR Apartment,34022648,Nick,,Yau Tsim Mong,22.300191480721494,114.17375091843178,Entire home/apt,801,1,43,2018-07-14,3.15,7,95
19298018,"Bright, airy flat in SYP",9318528,Catherine,,Central & Western,22.28549538420524,114.1406562127977,Private room,447,5,4,2017-11-21,0.30,1,224
19298436,Special price - Single room in Causeway Bay,135151107,敏,,Wan Chai,22.278892124009047,114.18364503311784,Private room,251,1,3,2017-11-05,0.23,2,0
19298937,Cozy Room in Sai Ying Pun / HKU,40636046,Philippine,,Central & Western,22.28582447621084,114.1374490658308,Private room,353,3,1,2017-12-17,0.12,1,0
19299838,本月优惠-铜锣湾地鐡站獨立房間大床,135151107,敏,,Wan Chai,22.27964004252477,114.1834505489272,Private room,283,1,9,2017-12-10,0.68,2,0
19309633,Most Convenient Quiet Apt TST (max 8pax),2441530,Sean,,Yau Tsim Mong,22.29860512351571,114.17272466673533,Entire home/apt,1272,4,0,,,14,364
19317303,New room in Causeway Bay and Wanchai,6603953,Jessica,,Wan Chai,22.278626881419918,114.17782536202469,Private room,487,2,0,,,1,0
19317446,Cozy & Spacious Apt in MongKok (2min from MTR),135303955,Sharon,,Yau Tsim Mong,22.320837146776064,114.17189247513186,Entire home/apt,597,1,1,2017-06-28,0.07,1,0
19318645,Stunning seafront two bed apartment with balcony,18362036,Tess,,Central & Western,22.283814220345885,114.12733909996518,Entire home/apt,1154,1,5,2017-11-26,0.47,1,5
19319119,#2 L'etoile de Mer 海の星宿 Seaview Grand Deluxe Cabin,133042675,L'Etoile,,Wan Chai,22.28112296822614,114.18266314798824,Shared room,353,1,0,,,12,364
19319121,#3 L'etoile de Mer 海の星宿 Seaview Grand Deluxe Cabin,133042675,L'Etoile,,Wan Chai,22.28061904046096,114.18457083960934,Shared room,353,1,5,2018-03-03,0.36,12,364
19319125,#4 L'etoile de Mer 海の星宿 Seaview Grand Deluxe Cabin,133042675,L'Etoile,,Wan Chai,22.2814218144208,114.1840258938899,Shared room,353,1,3,2017-10-16,0.26,12,364
19319126,#5 L'etoile de Mer 海の星宿 Seaview Grand Deluxe Cabin,133042675,L'Etoile,,Wan Chai,22.280616616661824,114.18367024054275,Entire home/apt,353,1,5,2018-05-11,0.39,12,364
19319128,#1 L'etoile de Mer 海の星宿 Seaview Grand Deluxe Cabin,133042675,L'Etoile,,Wan Chai,22.281056658839244,114.18291935720956,Shared room,353,1,6,2018-06-27,0.43,12,364
19319131,#6 L'etoile de Mer 海の星宿 Seaview Grand Deluxe Cabin,133042675,L'Etoile,,Wan Chai,22.281236505920987,114.18388223150512,Shared room,353,1,4,2018-03-21,0.31,12,364
19319132,12 L'etoile de Mer海の星宿 Seaview Grand Female Cabin,133042675,L'Etoile,,Wan Chai,22.282106525745075,114.18229896191627,Shared room,353,1,3,2018-01-25,0.22,12,365
19319135,10 L'etoile de Mer 海の星宿Seaview Grand Female Cabin,133042675,L'Etoile,,Wan Chai,22.280519718102767,114.18374738255277,Shared room,353,1,3,2017-11-19,0.24,12,364
19319136,11 L'etoile de Mer海の星宿 Seaview Grand Female Cabin,133042675,L'Etoile,,Wan Chai,22.282662612142133,114.18270895373122,Shared room,353,1,2,2018-04-04,0.41,12,364
19319140,#7 L'etoile de Mer 海の星宿 Seaview Grand Female Cabin,133042675,L'Etoile,,Wan Chai,22.28115500410315,114.18368094599052,Shared room,353,1,1,2017-06-29,0.07,12,364
19320909,"Mongkok Apt with sky lounge, par, gym, and pool",107633649,Cathy,,Yau Tsim Mong,22.318205149140073,114.17167247486816,Entire home/apt,1201,1,10,2017-09-14,0.71,5,361
19323111,1 BR quiet and bright apartment,11194156,Clémence,,Central & Western,22.285204602284715,114.14805458475035,Entire home/apt,597,2,3,2018-04-03,0.29,1,0
19324687,榻榻米空间+会展中心+福田口岸地铁口100米,34110792,Cecilia,,Yuen Long,22.516857576938936,114.06994567880898,Private room,133,1,5,2017-12-06,0.37,6,81
19328640,"香港岛中心位置,距地铁站步行2分钟,1分钟机场巴士站、电车站,5分钟到铜锣湾;房间12平方来。",135390883,David,,Eastern,22.289404788341734,114.19526688938117,Private room,377,2,34,2018-02-18,2.55,1,0
19335371,Summer deal Cute & cosy studio 1min MTR TST/Jordan,135457349,Josie,,Yau Tsim Mong,22.304663752929137,114.17227680219324,Entire home/apt,322,1,99,2018-08-13,7.26,1,347
19335873,Quiet Lantau base,37979969,Amandine,,Islands,22.263531619807825,114.00062489160226,Entire home/apt,447,2,7,2018-07-17,0.50,1,0
19337715,Silent place with Landscape behind city,93816007,Chadwick,,Eastern,22.278657468459894,114.22205908717889,Private room,298,1,0,,,1,0
19338064,Bright/clean/modern apt. harbour view close to MTR,96160606,Elle,,Central & Western,22.28735893703993,114.14778229032147,Entire home/apt,950,2,10,2018-05-13,0.85,1,28
19338130,Summer Apartment Hong Kong near everything,87177483,Yoav,,Wan Chai,22.28058537440688,114.17958429689736,Entire home/apt,691,1,6,2017-12-27,0.44,1,0
19341544,11F Tanford Western style 2 bedroom apartment,30670034,Travina,,Islands,22.295029113772575,113.95256451507232,Entire home/apt,754,14,2,2018-01-29,0.22,7,167
19342238,Amazing SeaView 2 Bdr in Discovery Bay near Disney,870423,Andrew,,Islands,22.307960025053546,114.01398714882576,Entire home/apt,1484,2,36,2018-07-31,2.63,4,272
19345348,[SELF CHECK IN] Private Room in Wanchai/Admiralty,12022406,May,,Wan Chai,22.27678385448229,114.16907601340823,Private room,447,2,34,2018-08-05,3.22,1,144
19347760,Bright studio with terrace and sea view - SoHo,6856029,Anaïs,,Central & Western,22.280989276463703,114.1527520556926,Entire home/apt,981,5,4,2018-08-02,0.34,1,19
19350157,Light and airy centrally located apartment,10986123,Ellie,,Yau Tsim Mong,22.322707000274544,114.16018791097797,Entire home/apt,1350,2,1,2018-07-24,1,1,180
19352132,Central bedroom in a flat with terrace,26560288,Léna,,Central & Western,22.283693411396143,114.153394559278,Private room,353,4,2,2017-08-22,0.16,2,0
19355227,Modern Centrally Located Apartment in Kimberley 26,39668820,Wayne,,Yau Tsim Mong,22.301514560724137,114.17496903785961,Entire home/apt,573,3,5,2018-04-08,0.38,1,2
19355946,"2 mins to MTR. Quiet, clean, hip, convinient!",65401267,Alice,,Central & Western,22.289184968701942,114.14169041385271,Entire home/apt,353,2,16,2018-06-17,1.50,1,8
19356237,Big Garden Kowloon 2BRs 3min MTR 九龍中心2房大花園近地鐵,18741935,Emm,,Yau Tsim Mong,22.303851507250013,114.16872976373239,Entire home/apt,1091,1,14,2018-08-09,1.55,4,309
19367078,[TRENDY] Single Room with Elevator & near MTR #00S,124591049,Maggie So,,Yau Tsim Mong,22.29866299727642,114.17041315847588,Private room,196,7,14,2018-06-13,1.08,12,52
19367240,Sai Kung Duplex - Nam Wai,22972066,Jason,,Sai Kung,22.353141566235493,114.26083780886827,Entire home/apt,801,3,0,,,1,0
19367686,男生单人床位近地铁,83839114,小容,,Sha Tin,22.398351229848338,114.1999627066597,Shared room,165,1,3,2017-11-11,0.25,3,16
19367891,Quiet Studio with a Rooftop near Soho,5420932,Todor,,Central & Western,22.28567904016805,114.14898570677228,Entire home/apt,589,1,20,2018-08-13,1.54,1,46
19376624,Chic Sunny Studio w/ Private Rooftop BBQ!!,14360520,Giles,,Central & Western,22.28476013474648,114.14031410722669,Entire home/apt,597,2,5,2017-07-15,0.37,1,0
19381288,葵芳、青衣、麗景、港鐵站乘鐵路去機場14分鐘 乾淨度 溝通度 時尚休閑 全海景,135766311,B-Water,,Kwai Tsing,22.348887801363432,114.11015255608434,Shared room,597,1,2,2018-02-12,0.19,19,181
19387999,Olle House Room 904(Double+Single),11589096,홍콩올레하우스,,Yau Tsim Mong,22.296748175793205,114.17452389313782,Private room,589,2,8,2018-07-31,0.62,4,204
19389515,Bunk Bed baclony 3min to MTR @KT 3分钟观塘站舒适双人间 带阳台,20001573,Lu,,Kwun Tong,22.31383931882782,114.22922823683817,Shared room,298,2,0,,,1,362
19391146,Stunning Flat with Large Private Terrace,3224116,Celine,,Central & Western,22.286238655215744,114.14348969603871,Entire home/apt,1107,2,2,2017-10-21,0.15,1,84
